City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
2063056,Port Augusta,AU,-32.5,137.7667,50.14,41,99,4.76
2136825,Isangel,VU,-19.55,169.2667,74.5,82,98,16.6
6355222,Yulara,AU,-25.2406,130.9889,60.64,25,100,8.05
2063036,Port Lincoln,AU,-34.7333,135.8667,58.06,48,95,6.4
2729907,Longyearbyen,SJ,78.2186,15.6401,30.04,64,75,2.3
1805987,Jiaozuo,CN,35.2397,113.2331,72.86,38,100,1.81
5924351,Clyde River,CA,70.4692,-68.5914,21.43,86,90,18.41
1507116,Dudinka,RU,69.4058,86.1778,19.06,93,30,10.98
3467577,Canavieiras,BR,-15.675,-38.9472,81.09,56,99,2.89
3129839,Aras,ES,42.5617,-2.356,67.08,55,40,19.24
1855540,Naze,JP,28.3667,129.4833,73.44,92,72,7.09
343593,Āreka,ET,7.0667,37.7,73.26,69,99,3.13
2108857,Gizo Government Station,SB,-8.103,156.8419,83.44,79,73,12.55
3992842,Petatlán,MX,17.5167,-101.2667,73.2,58,0,1.52
2022572,Khatanga,RU,71.9667,102.5,19.06,94,88,9.78
4033077,Vaitape,PF,-16.5167,-151.75,80.6,76,31,20.96
3150002,Kjøpsvik,NO,68.097,16.3742,48.06,96,89,2.86
2391895,Savalou,BJ,7.9281,1.9756,97.05,38,50,5.86
5848280,Kapaa,US,22.0752,-159.319,72.34,74,20,1.01
3515120,Tres Picos,MX,15.8667,-93.5333,82.76,77,80,1.21
2036069,Linjiang,CN,41.8069,126.9078,54.34,78,2,3.6
3838859,Río Gallegos,AR,-51.6226,-69.2181,37.45,93,0,1.14
2126710,Beringovskiy,RU,63.05,179.3167,30.92,91,100,6.04
1649150,Bengkulu,ID,-3.8004,102.2655,78.85,82,100,4.18
4031637,Lavrentiya,RU,65.5833,-171.0,27.16,90,98,3.56
2236568,Uíge,AO,-7.6087,15.0613,87.62,35,27,5.3
5847411,Kahului,US,20.8947,-156.47,70.61,81,20,8.05
4031574,Provideniya,RU,64.3833,-173.3,31.53,82,88,3.83
5134295,Rome,US,43.2128,-75.4557,66.27,58,42,3.0
2065594,Mount Isa,AU,-20.7333,139.5,55.17,33,0,5.75
1507390,Dikson,RU,73.5069,80.5464,24.53,80,34,4.07
2156643,Mount Gambier,AU,-37.8333,140.7667,48.11,87,100,9.22
6096551,Pangnirtung,CA,66.1451,-65.7125,37.4,81,90,25.32
3060950,Brezno,SK,48.8043,19.6363,56.28,64,100,8.37
4129397,Russellville,US,35.2784,-93.1338,67.28,95,90,0.0
2127202,Anadyr,RU,64.75,177.4833,34.3,95,20,7.7
6255012,Flinders,AU,-34.5833,150.8552,49.46,83,0,1.01
2318123,Yenagoa,NG,4.9247,6.2642,79.52,87,100,3.0
229278,Mbale,UG,1.0821,34.175,74.5,78,91,2.66
2139521,Noumea,NC,-22.2763,166.4572,75.0,99,100,13.58
1259091,Kollam,IN,8.8833,76.6,85.87,81,8,6.55
6050066,La Ronge,CA,55.1001,-105.2842,41.25,75,40,6.91
1814435,Dafeng,CN,23.4517,108.5881,72.66,91,98,3.91
6167817,Torbay,CA,47.6666,-52.7314,43.27,88,90,5.75
1493197,Salekhard,RU,66.53,66.6019,36.93,46,24,10.02
2071059,Gawler,AU,-34.6,138.7333,52.52,48,70,5.17
2120591,Tilichiki,RU,60.4667,166.1,30.25,99,100,5.75
1850345,Toba,JP,34.4833,136.85,68.22,94,100,4.68
3137469,Sørland,NO,67.667,12.6934,46.26,93,90,26.46
1490256,Talnakh,RU,69.4865,88.3972,18.25,88,14,8.88
3883457,Lebu,CL,-37.6167,-73.65,55.33,74,100,13.18
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,26.6,80,40,9.22
159134,Inyonga,TZ,-6.7167,32.0667,76.66,62,76,6.51
1651103,Atambua,ID,-9.1061,124.8925,72.18,86,100,4.34
5836068,Rawlins,US,41.7911,-107.2387,44.31,81,1,4.83
5973108,Hearst,CA,49.6835,-83.6665,53.85,55,100,5.88
623549,Pinsk,BY,52.1229,26.0951,59.27,89,100,10.65
2229752,Kumba,CM,4.6363,9.4469,72.54,99,100,4.63
2092164,Lorengau,PG,-2.0226,147.2712,81.73,84,97,8.66
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,75,1,12.01
6690296,Saint-Joseph,RE,-21.3667,55.6167,77.31,79,43,6.98
148730,Zanzibar,TZ,-6.1639,39.1979,86.07,66,20,12.66
1062663,Mahajanga,MG,-15.7167,46.3167,87.82,55,20,10.36
3465342,Corumbá,BR,-19.0092,-57.6533,76.91,69,0,2.3
154576,Matonga,TZ,-2.3833,34.0833,75.0,69,82,4.38
7117100,Vila,PT,42.0304,-8.1588,61.16,58,91,7.02
2756669,Dordrecht,NL,51.81,4.6736,60.24,61,85,8.99
1714733,Dingle,PH,10.9995,122.6711,79.56,84,100,7.54
6201197,Muhafazat Lahij,YE,13.1667,44.5833,97.56,24,100,11.52
2022463,Khilok,RU,51.3674,110.4676,40.8,59,86,2.86
3662927,Pauini,BR,-7.7136,-66.9764,85.33,58,56,3.42
553766,Kamenka,RU,51.3223,42.7678,79.9,41,2,16.71
4034496,Fare,PF,-16.7,-151.0167,80.51,76,45,21.07
64814,Bandarbeyla,SO,9.4942,50.8122,85.71,69,93,26.13
8079926,Labuhan,ID,-6.8844,112.2051,79.92,82,60,5.57
3351663,Benguela,AO,-12.5763,13.4055,85.44,58,1,8.3
3654541,Macas,EC,-2.3167,-78.1167,71.35,100,90,3.44
1568574,Qui Nhon,VN,13.7667,109.2333,82.29,86,30,7.96
1214488,Meulaboh,ID,4.1363,96.1285,79.52,78,100,1.74
2373951,Canchungo,GW,12.0672,-16.0333,91.53,26,94,5.79
337405,Gambēla,ET,8.25,34.5833,93.45,40,78,4.23
3157897,Fagernes,NO,60.9858,9.2324,58.91,60,100,5.66
2013279,Vostok,RU,46.4856,135.8833,53.87,62,0,6.22
2510693,Talavera de la Reina,ES,39.9635,-4.8308,77.61,29,31,17.4
211647,Lodja,CD,-3.4833,23.4333,81.0,69,100,2.91
2123292,Mgachi,RU,51.05,142.2667,50.29,74,85,8.37
3356832,Henties Bay,NA,-22.116,14.2845,63.86,62,0,9.06
3470137,Belmonte,BR,-15.8631,-38.8828,81.1,60,100,2.73
1106677,Bambous Virieux,MU,-20.3428,57.7575,79.05,69,40,10.83
5746545,Portland,US,45.5234,-122.6762,46.99,76,75,5.75
986717,Kruisfontein,ZA,-34.0033,24.7314,74.16,27,64,3.09
2068110,Kununurra,AU,-15.7667,128.7333,60.78,72,19,0.0
3374083,Bathsheba,BB,13.2167,-59.5167,86.61,72,40,20.15
4469160,Greenville,US,35.6127,-77.3663,69.78,57,1,5.75
5380437,Pacific Grove,US,36.6177,-121.9166,50.7,89,90,5.01
2517750,Felanitx,ES,39.4696,3.1483,73.56,43,7,13.15
3932145,Pisco,PE,-13.7,-76.2167,62.65,94,90,3.44
1651591,Amahai,ID,-3.3333,128.9167,78.75,90,100,5.12
4474221,Kernersville,US,36.1199,-80.0736,62.1,91,90,1.99
3395458,Maragogi,BR,-9.0122,-35.2225,82.24,66,36,9.06
2015306,Tiksi,RU,71.6872,128.8694,30.0,94,100,11.27
937136,Zeerust,ZA,-25.5369,26.0751,76.01,14,8,6.91
293842,Kiryat Gat,IL,31.61,34.7642,79.72,47,0,13.94
3422683,Kangaatsiaq,GL,68.3065,-53.4641,38.55,62,73,5.41
5861897,Fairbanks,US,64.8378,-147.7164,42.03,85,90,0.0
1492566,Severo-Yeniseyskiy,RU,60.3725,93.0408,33.75,51,22,4.97
3573374,The Valley,AI,18.217,-63.0578,82.87,74,40,13.8
1006984,East London,ZA,-33.0153,27.9116,72.54,49,0,9.22
2094144,Kerema,PG,-7.9631,145.7785,80.15,89,100,5.68
7626348,Svarstad,NO,59.399,9.9698,53.83,64,95,5.61
3723779,Jacmel,HT,18.2342,-72.5347,81.81,61,34,3.49
3587498,Acajutla,SV,13.5928,-89.8275,80.94,69,39,0.31
162158,Baharly,TM,38.4362,57.4316,96.22,8,4,8.75
6078372,Moose Factory,CA,51.2585,-80.6094,37.38,81,90,6.91
3466165,Cidreira,BR,-30.1811,-50.2056,62.26,64,23,10.83
5025471,Elk River,US,45.3038,-93.5672,64.06,72,2,1.01
229268,Mbarara,UG,-0.608,30.65,73.99,72,63,7.02
2037485,Erenhot,CN,43.6475,111.9767,67.66,27,4,12.86
2276492,Harper,LR,4.375,-7.7169,81.82,83,100,9.24
3351024,Caluquembe,AO,-13.7833,14.6833,77.32,30,5,4.43
2122894,Nevel'sk,RU,46.6733,141.8633,45.03,66,0,12.48
1513087,Nurota,UZ,40.5614,65.6886,89.69,11,0,7.09
5468773,Gallup,US,35.5281,-108.7426,45.34,54,1,6.91
1516048,Khovd,MN,48.0056,91.6419,65.05,30,69,10.45
2946923,Bohmte,DE,52.3667,8.3167,56.37,73,96,6.6
1800163,Nanchang,CN,28.6833,115.8833,65.01,93,100,2.84
3430863,Mar del Plata,AR,-38.0023,-57.5575,54.46,64,90,1.01
2171722,Charters Towers,AU,-20.1,146.2667,66.47,71,100,11.61
2208248,Kaitangata,NZ,-46.2817,169.8464,48.92,90,100,13.91
3577430,Road Town,VG,18.4167,-64.6167,84.31,70,40,11.5
2638534,Sandwick,GB,60.0,-1.25,48.02,79,75,12.62
3414079,Olafsvik,IS,64.8945,-23.7142,39.4,62,12,11.43
2450173,Taoudenni,ML,22.6783,-3.9836,115.63,6,9,7.85
3380290,Sinnamary,GF,5.3833,-52.95,81.12,80,7,10.42
3864299,Bermejo,AR,-32.8833,-68.8,51.71,76,79,2.3
5557293,Sitka,US,57.0531,-135.33,39.09,87,20,5.75
2553604,Casablanca,MA,33.5928,-7.6192,76.05,69,20,21.0
1507638,Chunoyar,RU,57.4467,97.3217,42.89,42,7,4.97
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,70.21,82,93,9.13
6145890,Shelburne,CA,44.0787,-80.2041,65.66,49,8,7.0
1642773,Japura,ID,-0.3167,102.35,74.75,98,100,2.08
336526,Gīdolē,ET,5.65,37.3667,64.35,78,100,4.43
86049,Jalu,LY,29.0331,21.5482,98.15,10,5,10.36
2303125,Berekum,GH,7.4534,-2.584,91.6,47,91,5.06
1254972,Tankāra,IN,22.6667,70.7333,79.9,73,100,20.87
3445026,Vila Velha,BR,-20.3297,-40.2925,76.6,71,0,4.61
3420846,Qaqortoq,GL,60.7167,-46.0333,41.5,54,69,5.79
1168700,Ormara,PK,25.2088,64.6357,85.91,74,4,7.67
110690,Faya,SA,18.3851,42.4509,81.12,16,6,11.45
1181053,Choa Saidan Shah,PK,32.7201,72.9849,88.52,21,84,1.39
2036892,Hohhot,CN,40.8106,111.6522,66.49,34,20,4.09
3374333,Praia,CV,14.9215,-23.5087,86.54,39,20,17.27
2121385,Severo-Kuril'sk,RU,50.6789,156.125,39.56,81,0,7.52
2112309,Katsuura,JP,35.1333,140.3,67.14,96,100,4.79
2637802,Sittingbourne,GB,51.3413,0.7328,57.09,74,100,11.34
3671387,Puerto Nariño,CO,-3.7703,-70.3831,77.79,87,98,1.61
3347019,Mossamedes,AO,-15.1961,12.1522,82.89,46,5,16.67
2160735,Lakes Entrance,AU,-37.8811,147.981,45.18,79,1,5.93
2122614,Okha,RU,53.5739,142.9478,32.7,98,100,5.91
3981391,Tomatlán,MX,19.9333,-105.25,75.36,72,0,1.48
863061,Usinsk,RU,65.9939,57.5281,55.04,35,97,3.27
3352263,Warmbad,NA,-28.45,18.7333,86.52,13,0,15.46
338554,Dubti,ET,11.7361,41.0853,104.11,7,100,4.54
2194098,Ahipara,NZ,-35.1667,173.1667,60.91,65,94,13.98
1692364,Puro,PH,12.4841,123.3827,82.56,81,100,11.92
876177,Luau,AO,-10.7073,22.2247,83.75,30,34,5.35
3372783,Ponta Delgada,PT,37.7333,-25.6667,70.52,83,40,10.36
3361934,Saldanha,ZA,-33.0117,17.9442,77.05,47,61,6.8
2175403,Blackwater,AU,-23.5833,148.8833,58.6,63,0,8.39
2636790,Stornoway,GB,58.2093,-6.3865,48.78,93,40,5.75
2636638,Stromness,GB,58.965,-3.296,49.96,88,100,9.93
2024626,Dzhebariki-Khaya,RU,62.2167,135.8,30.43,69,0,2.37
3372964,Lagoa,PT,39.05,-27.9833,63.95,92,100,12.21
5882953,Aklavik,CA,68.2191,-135.0107,40.03,85,44,2.15
2314705,Kikwit,CD,-5.041,18.8162,87.17,51,100,3.96
2137773,Vao,NC,-22.6667,167.4833,72.84,67,100,20.89
1708743,Kinablangan,PH,7.6947,126.5503,77.68,92,100,3.6
2179825,Waitati,NZ,-45.75,170.5667,46.8,92,100,10.2
3664716,Canutama,BR,-6.5339,-64.3831,86.58,58,84,2.64
2453662,Markala,ML,13.7021,-6.0659,107.56,16,58,7.25
2902768,Hof,DE,50.3167,11.9167,54.01,66,40,13.8
5274867,Sturgeon Bay,US,44.8342,-87.377,63.66,55,1,9.22
301975,Samandağ,TR,36.0842,35.9771,81.12,59,0,7.85
1861416,Ishigaki,JP,24.3448,124.1572,80.8,87,100,12.66
3984997,San Quintín,MX,30.4833,-115.95,60.89,83,82,13.87
3640226,Guanare,VE,9.0418,-69.7421,64.42,100,97,9.22
2027296,Aykhal,RU,66.0,111.5,26.28,96,100,9.73
2165087,Gold Coast,AU,-28.0,153.4333,62.29,75,75,5.99
2218840,Bani Walid,LY,31.7566,13.9942,97.83,14,4,15.46
1529484,Kumul,CN,42.8,93.45,75.36,18,32,10.78
3901903,Uyuni,BO,-20.4597,-66.825,46.45,22,99,7.63
2022454,Khingansk,RU,49.1167,131.1833,47.75,96,100,6.82
1812256,Dongsheng,CN,39.8161,109.9776,65.82,20,100,6.62
7601762,Bairiki Village,KI,1.3292,172.9752,78.8,82,40,13.11
494920,Shemursha,RU,54.8866,47.5189,82.44,34,5,8.55
4021858,Guerrero Negro,MX,27.9769,-114.0611,61.32,78,100,18.39
1501000,Kyshtovka,RU,56.555,76.6271,55.15,88,100,10.65
1272140,Dwārka,IN,22.2394,68.9678,87.42,60,100,16.78
3066783,Rokytnice nad Jizerou,CZ,50.7256,15.4336,57.09,67,82,8.61
686090,Asău,RO,46.4333,26.4,58.12,74,63,14.81
2108502,Honiara,SB,-9.4333,159.95,78.57,89,100,5.35
2038154,Changping,CN,40.2186,116.2197,67.64,21,50,4.85
364103,Wad Medani,SD,14.4012,33.5199,107.69,5,4,6.69
3355672,Lüderitz,NA,-26.6481,15.1594,70.75,48,0,5.91
4033356,Tiarei,PF,-17.5333,-149.3333,77.02,74,65,23.35
146214,Paphos,CY,34.7667,32.4167,78.37,69,20,13.8
2522325,Agüimes,ES,27.9054,-15.4461,75.83,44,20,28.77
3385670,Urucará,BR,-2.5364,-57.76,80.1,79,96,4.7
5983720,Iqaluit,CA,63.7506,-68.5145,29.7,74,75,15.99
1489656,Teya,RU,60.3778,92.6267,39.11,46,60,6.24
509234,Pitkyaranta,RU,61.5734,31.4792,57.25,93,98,2.95
1223738,Weligama,LK,5.9667,80.4167,81.86,82,100,7.67
4033543,Teahupoo,PF,-17.8333,-149.2667,71.56,77,63,21.63
4004293,Ixtapa,MX,20.7,-105.2,65.43,88,20,3.44
352733,Marsá Maţrūḩ,EG,31.3525,27.2453,77.2,41,0,10.36
3382160,Cayenne,GF,4.9333,-52.3333,78.1,90,75,11.12
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,41.36,100,90,13.8
1005768,Ellisras,ZA,-23.6649,27.7443,78.62,31,0,7.85
1177446,Gwadar,PK,25.1216,62.3254,89.74,60,25,14.0
2412408,Nioro,GM,13.35,-15.75,106.86,11,60,6.49
1267776,Kargil,IN,34.5667,76.1,46.27,43,23,6.35
1497337,Kayerkan,RU,69.3497,87.7602,19.31,95,69,13.67
5354943,Half Moon Bay,US,37.4636,-122.4286,50.59,88,90,12.66
988698,Knysna,ZA,-34.0363,23.0471,71.98,35,11,4.0
5101405,Morris,US,40.8334,-74.5329,67.53,50,20,1.01
2134814,Sola,VU,-13.8833,167.55,80.73,80,77,22.08
1256593,Sheopur,IN,25.6667,76.7,81.57,73,100,11.95
5038108,Moorhead,US,46.8739,-96.7676,66.58,60,1,8.01
1519395,Serebryansk,KZ,49.6925,83.2892,74.75,77,84,2.01
3441890,Departamento de Maldonado,UY,-34.6667,-54.9167,56.59,63,40,8.48
1626542,Sorong,ID,-0.8833,131.25,79.03,87,100,6.64
3578447,Sainte-Rose,GP,16.3324,-61.6979,84.24,65,40,10.42
4413595,Warrensburg,US,38.7628,-93.7361,65.21,94,90,3.44
1337605,Mahibadhoo,MV,3.7833,72.9667,84.69,74,0,11.86
